,Recipient Number,Project Number,Project Status,Amount Recovered,Project Type,Commitment Date,Completion Date,Disbursements to Date,Type of Disbursement,Interest Rate,Eligible Project Costs from Related Public Dollars,Eligible Project Costs from 3rd Party Public Dollars,Eligible Project Costs from Related Private Dollars,Eligible Project Costs from 3rd Party Private Dollars,Total Eligible Project Costs,Total Project Costs,Project Address,Project City,Project State,Project Zip Code (5),Additional Locations,EDA Type,EDA Square Footage,First-Time Homebuyer,Homebuyer Income Category,Development Activity Project Number,Mask Geocoded Census Tract FIPS_x,Mask Geocoded Census Tract FIPS Location_x,Use of Funds,Amount of committed CMF Investment,Date Funds Committed,Stage of Investment,Disbursement Status,Date of First Disbursement,Date of Full Disbursement,Completed Rental Units,Completed Owner Occupied,Rental - Number of Projected Income Eligible Units,Rental - Total Number of Projected Units,Rental - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Completed: Very Low-Income Occupants,Rental - Number of Cumulative Units Completed: Low-Income Occupants,Rental - Number of Cumulative Units Completed: Other Eligible Occupants,Rental - Number of Cumulative Units Completed: Non-Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Rental - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Rental - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Very Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Low-Income Occupants,Rental - Number of Cumulative Units Occupied: Other Eligible Occupants,Rental - Number of Cumulative Units Occupied: Non-Eligible Occupants,Use of Low-Income Housing Tax Credit Dollars,Owner-Occupied - Number of Projected Income Eligible Units,Owner-Occupied - Total Number of Projected Units,Owner-Occupied - Number of Cumulative Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Very Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Completed: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Completed: Non-Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Extremely Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Very Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Low-Income Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Other Eligible Occupants,Owner-Occupied - Dollars Expended (CMF and Leveraged Funds) for Units Completed: Non-Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Extremely Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Very Low-Income Occupants,Low-Income Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Other Eligible Occupants,Owner-Occupied - Number of Cumulative Units Occupied: Non-Eligible Occupants,Owner-Occupied - Number of Units Sold to First-Time Homebuyers: Extremely Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Very Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Low-Income Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Other Eligible Homebuyers,Owner-Occupied - Number of Units Sold to First-Time Homebuyers:  Non-Eligible Homebuyers,Owner-Occupied - Minimum Sales Price,Owner-Occupied - Maximum Sales Price,new_index,Coordinates
42,3,240130011,Committed,,MF - Rehab,2013-12-20,,0,Debt,0.065,,,,,8087687.0,8087687.0,530 Windale Drive,West Point,MS,39773,,,,,,,28025950300,"MS, Clay, West Point, 39773",Affordable Housing,1581600,2013-12-20 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240130011,POINT (-88.65433 33.60954)
43,3,240230021,Committed,,MF - New Development,2013-04-11,,0,Debt,0.07,,,,,4457826.0,4457826.0,1 Lucien Kidd Street,Bay St. Louis,MS,39520,,,,,,,28045030300,"MS, Hancock, Bay St. Louis, 39520",Affordable Housing,462270,2013-04-11 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240230021,POINT (-89.38466 30.32211)
44,3,240380021,Complete,,SF - New Development,2014-01-16,2015-02-18 00:00:00,509000,Debt,0.065,,,,,5358737.0,5358737.0,exemption (b)(6),Meridian,MS,39307,,,,,,,28075000900,"MS, Lauderdale, Meridian, 39307",Affordable Housing,509000,2014-01-16 00:00:00,Reinvestment,Fully Disbursed,2015-02-18 00:00:00,2015-02-08 00:00:00,27,0,27,27,3,6,18,0,0,595415.22,1190830.44,3572491.33,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240380021,POINT (-88.73649 32.38738)
45,3,240270051,Complete,,SF - New Development,2014-08-28,2017-10-05 00:00:00,1300000,Debt,0.06,,,,,7874161.0,7874161.0,exemption (b)(6),Belzoni,MS,39038,,,,,,,28053950100,"MS, Humphreys, Isola, 38754",Affordable Housing,1300000,2014-08-28 00:00:00,Reinvestment,Fully Disbursed,2016-10-05 00:00:00,2016-10-05 00:00:00,40,0,40,40,4,8,28,0,0,295281,590562,2066967,0,0,0,40,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240270051,POINT (-90.45609 33.21026)
46,3,240250471,Committed,,MF - New Development,2014-11-06,,0,Debt,0.06,,,,,9152815.0,9152815.0,2722 Downing Street,Jackson,MS,39216,,,,,,,28049001300,"MS, Hinds, Jackson, 39216",Affordable Housing,2400000,2014-11-06 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240250471,POINT (-90.17216000000001 32.33801)
47,3,240620031,Committed,,SF - Rehab,2014-06-05,,0,Debt,0.0625,,,,,3167754.0,3167754.0,exemption (b)(6),Morton,MS,39117,,,,,,,28123020400,"MS, Scott, Morton, 39117",Affordable Housing,715000,2014-06-05 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240620031,POINT (-89.65858 32.34863)
48,3,240150011,Complete,,SF - New Development,2014-09-25,2016-10-07 00:00:00,1445072,Debt,0.06,,,,,7506311.0,7506311.0,exemption (b)(6),Hazlehurst,MS,39083,,,,,,,28029950400,"MS, Copiah, Hazlehurst, 39083",Affordable Housing,1180000,2014-09-25 00:00:00,Reinvestment,Fully Disbursed,2016-10-07 00:00:00,2016-10-07 00:00:00,35,0,35,35,11,12,12,0,0,2359126.31,2573592.34,2573592.34,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240150011,POINT (-90.39169 31.86393)
49,3,240250461,Committed,,MF - New Development,2014-11-06,,0,Debt,0.06,,,,,8540900.0,8540900.0,400 Lorenz Boulevard,Jackson,MS,39216,,,,,,,28049001300,"MS, Hinds, Jackson, 39216",Affordable Housing,2200000,2014-11-06 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240250461,POINT (-90.17216000000001 32.33801)
50,3,240250451,Committed,,MF - New Development,2014-11-06,,0,Debt,0.06,,,,,7651100.0,7651100.0,304 Taylor Street,Jackson,MS,39216,,,,,,,28049001300,"MS, Hinds, Jackson, 39216",Affordable Housing,1975000,2014-11-06 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240250451,POINT (-90.17216000000001 32.33801)
51,3,240180061,Committed,,MF - New Development,2014-08-14,,0,Debt,0.06,,,,,9230067.0,9230067.0,5320 Highway 49 South,Hattiesburg,MS,39401,,,,,,,28035010500,"MS, Forrest, Hattiesburg, 39401",Affordable Housing,1721065,2014-08-14 00:00:00,Reinvestment,Committed - Not Yet Disbursed,,,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240180061,POINT (-89.27954 31.26824)
52,4,500,Complete,,SF - Rehab,2012-07-01,2015-01-01 00:00:00,735000,Debt,0.05,4045755,,982414,41287,5804456.0,7164028.0,exemption (b)(6),Baltimore,MD,21213,exemption (b)(6),,,,,,24510080800,"MD, Baltimore city, Baltimore, 21205",Affordable Housing,735000,2012-07-01 00:00:00,Investment,Fully Disbursed,2012-07-20 00:00:00,2012-07-20 00:00:00,27,2,27,27,2,8,11,6,0,429960,1504859,2579758,1289879,0,2,7,12,6,0,No,2,2,,1,1,,,,323195,288462,,,,1,1,,,,1,1,,,229000,247000,4.500,POINT (-76.59305000000001 39.3037)
53,4,600,Complete,,MF - Rehab,2012-03-12,2014-04-17 00:00:00,363754,Debt,0.02,3200000,,166403,3813135,7543292.0,7543292.0,Manlove Place,Wilmington,DE,19804,,,,,,,10003012700,"DE, New Castle, Wilmington, 19804",Affordable Housing,363754,2012-03-12 00:00:00,Investment,Fully Disbursed,2012-06-28 00:00:00,2012-06-28 00:00:00,40,0,40,40,37,3,0,0,0,6977545,565747,0,0,0,36,4,0,0,0,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,4.600,POINT (-75.62829000000001 39.71046)
54,4,700,Complete,,SF - New Development,2012-06-01,2013-05-22 00:00:00,250000,Debt,0,1073917,,638098,,1962015.0,2796370.0,exemption (b)(6),Neptune Township,NJ,07753,exemption (b)(6),,,,,,34025807600,"NJ, Monmouth, Neptune, 07753",Affordable Housing,250000,2012-06-01 00:00:00,Investment,Fully Disbursed,2012-06-12 00:00:00,2012-06-12 00:00:00,0,7,0,0,,,,,,,,,,,,,,,,No,7,7,,2,5,,,0,543730,1418285,,,0,2,5,0,0,0,2,5,0,0,112000,195000,4.700,POINT (-74.0266 40.21704)
55,4,800,Complete,,SF - New Development,2012-06-25,2013-12-20 00:00:00,184650,Debt,0.05,600000,,925455,,1710105.0,1952000.0,exemption (b)(6),Baltimore,MD,21202,exemption (b)(6),,,,,,24510120500,"MD, Baltimore city, Baltimore, 21202",Affordable Housing,184650,2012-06-25 00:00:00,Investment,Fully Disbursed,2012-09-12 00:00:00,2012-09-12 00:00:00,0,7,0,0,,,,,,,,,,,,,,,,No,7,7,,,7,,,0,0,1710105,,,0,0,7,0,0,0,0,7,0,0,184899,194900,4.800,POINT (-76.61391 39.30864)
56,4,100,Complete,,SF - Rehab,2012-11-07,2015-06-12 00:00:00,850000,Debt,0.05,1525000,,850000,1425595,4650595.0,4650595.0,exemption (b)(6),Washington,DC,20020,exemption (b)(6),,,,,,11001007502,"DC, District of Columbia, Washington, 20020",Revolving LF,850000,2012-11-07 00:00:00,Investment,Fully Disbursed,2013-04-01 00:00:00,2014-07-17 00:00:00,0,24,0,0,,,,,,,,,,,,,,,,No,24,24,,8,16,,,0,1550198,3100397,,,0,8,9,0,0,0,,,,,95000,140000,4.100,POINT (-76.96955 38.85663)
57,4,200,Complete,,MF - Rehab,2013-07-11,2015-05-07 00:00:00,1650000,Debt,0.05,,,177841,11021644,12849485.0,12849485.0,35-632 S 60th Street,Philadelphia,PA,19139,,,,,,,42101008302,"PA, Philadelphia, Philadelphia, 19139",Revolving LF,1650000,2013-07-11 00:00:00,Investment,Fully Disbursed,2013-09-24 00:00:00,2013-11-21 00:00:00,60,0,60,60,6,25,29,0,0,1284949,5353952,6210584,0,0,6,25,29,0,0,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,4.200,POINT (-75.24144 39.9567)
58,4,900,Complete,,SF - New Development,2013-01-01,2015-12-31 00:00:00,315000,Debt,0.05,3665387,,191427,,4171814.0,7627288.0,exemption (b)(6),Jersey City,NJ,07304,exemption (b)(6),,,,,,34017005801,"NJ, Hudson, Jersey City, 07305",Affordable Housing,315000,2013-01-01 00:00:00,Investment,Fully Disbursed,2013-06-14 00:00:00,2013-09-19 00:00:00,0,12,0,0,,,,,,,,,,,,,,,,No,12,12,,,12,,,0,0,4171814,,,0,0,9,0,0,0,0,9,0,0,117900,117900,4.900,POINT (-74.08262999999999 40.70006)
59,4,1000,Complete,,SF - Rehab,2013-07-01,2015-10-31 00:00:00,623000,Debt,0.05,,,1179374,9113288,10915662.0,10915662.0,exemption (b)(6),Baltimore,MD,21213,exemption (b)(6),,,,,,24510080800,"MD, Baltimore city, Baltimore, 21205",Affordable Housing,401596,2013-07-01 00:00:00,Investment,Fully Disbursed,2013-07-24 00:00:00,2013-08-23 00:00:00,37,0,37,40,1,9,18,9,3,272892,2456023,5184940,2183132,818675,1,9,19,8,3,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,4.1000,POINT (-76.59305000000001 39.3037)
61,4,1100,Complete,,SF - Rehab,2014-08-11,2016-06-16 00:00:00,900000,Debt,0.02,1000000,,2257610,5842390,9607339.0,10000000.0,exemption (b)(6),Baltimore,MD,21213,exemption (b)(6),,,,,,24510080400,"MD, Baltimore city, Baltimore, 21213",Affordable Housing,900000,2014-08-11 00:00:00,Reinvestment,Fully Disbursed,2015-01-10 00:00:00,2015-06-30 00:00:00,36,0,36,37,0,7,15,14,1,0,1891892,4054054,3783784,270270,0,6,28,0,1,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,4.1100,POINT (-76.58617 39.30567)
62,5,13900,Complete,,MF - New Development,2011-08-09,2013-07-10 00:00:00,700000,Debt,0.01,,7510178.299475373,4846126.039631957,1643695.6608926686,14000000.0,22714649.0,5720 Clara Avenue,Bell Gardens,CA,90201,,,,,,,06037534202,"CA, Los Angeles, Bell Gardens, 90201",Revolving LF,700000,2011-08-09 00:00:00,Investment,Fully Disbursed,2011-08-23 00:00:00,2011-08-23 00:00:00,40,0,40,40,,16,24,,,,5600000,8400000,,,,16,24,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.13900,POINT (-118.16111 33.9596)
63,5,14500,Complete,,MF - Rehab,2011-08-09,2012-12-19 00:00:00,300000,Debt,0.01,,1597168.281953352,2044186.6733874215,2358645.0446592267,6000000.0,25330488.0,1801 East 68th Street,Long Beach,CA,90805,"1823 East 68th Street, Long Beach, CA 90805-1672; 1528 Freeman Avenue, Long Beach, CA 90804-1774",,,,,,06037570202,"CA, Los Angeles, Long Beach, 90805",Revolving LF,300000,2011-08-09 00:00:00,Investment,Fully Disbursed,2011-08-23 00:00:00,2011-08-23 00:00:00,19,0,19,19,,19,,,,,6000000,,,,,19,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.14500,POINT (-118.17852 33.87941)
64,5,14700,Incomplete - Terminated,481002.75,MF - New Development,2011-08-09,,1000000,Debt,0.01,,0,0,0,20000000.0,25635000.0,100 East Nutwood Street,Inglewood,CA,90301,,,,,,,06037601211,"CA, Los Angeles, Inglewood, 90301",Revolving LF,1000000,2011-08-09 00:00:00,Investment,Fully Disbursed,2011-08-23 00:00:00,2012-02-01 00:00:00,0,0,0,0,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.14700,POINT (-118.35772 33.96238)
65,5,14100,Complete,,MF - New Development,2011-08-09,2014-08-20 00:00:00,1000000,Debt,0.01,,4252833.476952572,15747166.523047427,0,20000000.0,23767707.0,18425 Kittridge Street,Reseda,CA,91335,,,,,,,06037132700,"CA, Los Angeles, Los Angeles, 91335",Revolving LF,1000000,2011-08-09 00:00:00,Investment,Fully Disbursed,2011-08-23 00:00:00,2011-08-23 00:00:00,64,0,64,64,8,54,2,,,2500000,16875000,625000,,,8,54,2,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.14100,POINT (-118.52618 34.18997)
66,5,15200,Complete,,MF - Preservation WITH Rehab,2012-04-12,2012-07-27 00:00:00,1500000,Debt,0.01,,10000,6750000,3407232,10167232.0,10167232.0,1077 West 38th Street,Los Angeles,CA,90037,,,,,,,06037231220,"CA, Los Angeles, Los Angeles, 90037",Revolving LF,800000,2012-04-12 00:00:00,Investment,Fully Disbursed,2012-07-27 00:00:00,2012-07-27 00:00:00,48,0,48,48,,,48,,,,,10167232,,,,,48,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.15200,POINT (-118.28938 34.01456)
68,5,15100,Complete,,MF - Rehab,2012-05-15,2015-10-23 00:00:00,300000,Debt,0.01,,10335.251638974732,4345139.029709351,1644525.7186516747,6000000.0,20899346.0,9700 Laurel Canyon Boulevard,Arleta,CA,91331,,,,,,,06037104821,"CA, Los Angeles, Los Angeles, 91331",Revolving LF,300000,2012-05-15 00:00:00,Reinvestment,Fully Disbursed,2013-09-26 00:00:00,2013-09-26 00:00:00,22,0,22,22,,16,6,,,,1636364,4363636,,,,16,6,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.15100,POINT (-118.4163 34.24657)
69,5,14000,Complete,,MF - New Development,2012-11-30,2016-08-31 00:00:00,500000,Debt,0.042199999999999994,,2972152.5584058343,6777472.028020713,250375.41357345344,10000000.0,35406951.0,1603 North Cherokee Avenue,Los Angeles,CA,90028,,,,,,,06037190700,"CA, Los Angeles, Los Angeles, 90028",Revolving LF,500000,2012-11-30 00:00:00,Reinvestment,Fully Disbursed,2014-02-13 00:00:00,2014-02-13 00:00:00,18,0,18,18,,12,6,,,,6666667,3333333,,,,12,6,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.14000,POINT (-118.33367 34.09866)
70,5,15800,Partially Complete,,MF - New Development,2014-08-19,,1000000,Debt,0.05,,4889442.310853372,15073454.909806563,37102.77934006591,20000000.0,21761173.0,1763 West Imperial Highway,Los Angeles,CA,90047,,,,,,,06037600302,"CA, Los Angeles, Los Angeles, 90047",Revolving LF,481000,2014-08-19 00:00:00,Redeployment,Fully Disbursed,2016-08-30 00:00:00,2016-08-30 00:00:00,0,0,34,34,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.15800,POINT (-118.30465 33.93548)
72,5,15300,Partially Complete,,MF - New Development,2014-08-19,,1000000,Debt,0.05,,2170227.074270736,17236316.501553684,593456.42417558,20000000.0,35756627.0,340 Hawaiian Avenue,Wilmington,CA,90744,,,,,,,06037294900,"CA, Los Angeles, Los Angeles, 90744",Revolving LF,1000000,2014-08-19 00:00:00,Reinvestment,Fully Disbursed,2015-05-01 00:00:00,2015-05-01 00:00:00,0,0,49,49,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.15300,POINT (-118.27745 33.77487)
73,5,15700,Complete,,MF - Rehab,2015-12-07,2017-11-17 00:00:00,650000,Debt,0.05,,2845978.6456806934,7210832.908296649,2943188.4460226577,13000000.0,20435491.0,7939 Reseda Boulevard,Reseda,CA,91335,"13230 Bromont Street, Sylmar, CA 91342-4320; 14045 Oxnard Street, Van Nuys, CA 91401-3860",,,,,,06037131010,"CA, Los Angeles, Los Angeles, 91335",Revolving LF,650000,2015-12-07 00:00:00,Reinvestment,Fully Disbursed,2016-01-19 00:00:00,2016-01-19 00:00:00,63,0,63,63,,63,,,,,13000000,,,,,63,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.15700,POINT (-118.54036 34.21483)
74,5,16000,Complete,,MF - Preservation WITH Rehab,2015-12-07,2017-07-01 00:00:00,400000,Debt,0.05,,0,6594156.553558933,1405843.4464410676,8000000.0,9844567.0,555 W. 92nd Street,Los Angeles,CA,90044,,,,,,,06037240401,"CA, Los Angeles, Los Angeles, 90044",Revolving LF,400000,2015-12-07 00:00:00,Reinvestment,Fully Disbursed,2016-01-19 00:00:00,2016-01-19 00:00:00,37,0,37,37,,16,21,,,,3459459,4540541,,,,16,21,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.16000,POINT (-118.28571 33.94992)
75,5,17100,Complete,,MF - Rehab,2016-05-24,2017-12-29 00:00:00,466000,Debt,0.05,,3444625.185561875,4903221.576732516,972153.237705609,9320000.0,16667621.0,10800 Laurel Avenue,South Whittier,CA,90605,"11128 Osage Avenue, Lennox, CA 90304-2902",,,,,,06037502902,"CA, Los Angeles, South Whittier, 90605",Revolving LF,466000,2016-05-24 00:00:00,Reinvestment,Fully Disbursed,2016-06-16 00:00:00,2016-06-16 00:00:00,39,0,39,39,,17,22,,,,4062564,5257436,,,,17,22,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.17100,POINT (-118.05244 33.94275)
76,5,16500,Partially Complete,,MF - New Development,2016-08-16,,250000,Debt,0.05,,409559.8217707447,3976520.4677936304,613919.710435625,5000000.0,33611317.0,1077 West 38th Street,Los Angeles,CA,90037,,,,,,,06037222700,"CA, Los Angeles, Los Angeles, 90089",Revolving LF,250000,2016-08-16 00:00:00,Reinvestment,Fully Disbursed,2016-09-15 00:00:00,2016-09-15 00:00:00,0,0,10,10,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.16500,POINT (-118.28568 34.02092)
77,5,16600,Partially Complete,,MF - New Development,2016-08-16,,250000,Debt,0.05,,2124978.6257218146,2321534.5122581557,553486.8620200293,5000000.0,34925156.0,1077 West 38th Street,Los Angeles,CA,90037,,,,,,,06037222700,"CA, Los Angeles, Los Angeles, 90089",Revolving LF,250000,2016-08-16 00:00:00,Reinvestment,Fully Disbursed,2016-09-15 00:00:00,2016-09-15 00:00:00,0,0,10,10,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.16600,POINT (-118.28568 34.02092)
78,5,16800,Partially Complete,,MF - New Development,2016-08-16,,1000000,Debt,0.05,,8657183.596699426,10078477.037690029,1264339.365610546,20000000.0,48978021.0,4347 W. Adams Boulevard,Los Angeles,CA,90018,,,,,,,06037219300,"CA, Los Angeles, Los Angeles, 90018",Revolving LF,1000000,2016-08-16 00:00:00,Reinvestment,Fully Disbursed,2016-10-01 00:00:00,2017-03-03 00:00:00,0,0,38,38,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,5.16800,POINT (-118.33183 34.02676)
79,6,1,Complete,,SF - New Development,2011-11-17,2014-10-01 00:00:00,175000,Debt,0,,,,,10000000.0,10000000.0,exemption (b)(6),Hollister,CA,95020,,,,,,,06069000300,"CA, San Benito, Hollister, 95023",Revolving LF,175000,2011-11-17 00:00:00,Investment,Fully Disbursed,2011-11-18 00:00:00,2011-11-18 00:00:00,0,30,0,0,,,,,,,,,,,,,,,,No,30,30,,8,22,,,,2666666.67,7333333.33,,,,8,22,,,,8,22,,,225000,240000,6.1,POINT (-121.42269 36.86173)
80,6,2,Complete,,MF - Rehab,2011-12-13,2012-12-28 00:00:00,740000,Debt,0.05,,,,,18111139.0,18111139.0,17677 Crest Avenue,Morgan Hill,CA,95037,,,,,,,06085512314,"CA, Santa Clara, Morgan Hill, 95037",Revolving LF,740000,2011-12-13 00:00:00,Investment,Fully Disbursed,2011-12-13 00:00:00,2011-12-15 00:00:00,50,0,50,50,10,31,8,1,,3622227.8,11228906.18,2897782.24,362222.78,,10,31,8,1,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,6.2,POINT (-121.66323 37.12835)
81,6,3,Complete,,MF - New Development,2012-01-23,2013-06-21 00:00:00,608000,Debt,0.05,,,,,8268105.0,8268105.0,9389 Monterey Road,Gilroy,CA,95020,,,,,,,06085512602,"CA, Santa Clara, Gilroy, 95020",Revolving LF,608000,2012-01-23 00:00:00,Investment,Fully Disbursed,2012-01-25 00:00:00,2014-02-13 00:00:00,26,0,26,26,25,,,1,,7950100.96,,,318004.04,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,6.3,POINT (-121.51652 37.01011)
82,6,4,Complete,,SF - New Development,2012-02-24,2013-09-15 00:00:00,115000,Debt,0.05,,,,,6864900.0,6864900.0,exemption (b)(6),Gilroy,CA,95020,,,,,,,06085512603,"CA, Santa Clara, Gilroy, 95020",Revolving LF,115000,2012-02-24 00:00:00,Reinvestment,Fully Disbursed,2012-02-24 00:00:00,2012-08-14 00:00:00,0,24,0,0,,,,,,,,,,,,,,,,No,24,24,,,24,,,,,6864900,,,,,24,,,,,24,,,260000,325000,6.4,POINT (-121.56267 37.00173)
83,6,5,Complete,,MF - New Development,2012-05-31,2014-04-15 00:00:00,534161.11,Debt,0.05,,,,,28956234.0,28956234.0,corner of 2nd Ave and 9th St,Marina,CA,93933,,,,,,,06053014202,"CA, Monterey, Marina, 93933",Revolving LF,534161.11,2012-05-31 00:00:00,Reinvestment,Fully Disbursed,2012-06-06 00:00:00,2013-12-17 00:00:00,108,0,108,108,11,96,,1,,2949246.06,25738874.67,,268113.27,,11,96,,1,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,6.5,POINT (-121.79025 36.68073)
84,6,6,Incomplete - Terminated,77180.86,MF - New Development,2012-11-15,,77180.86,Debt,0.05,,,,,20000000.0,20000000.0,corner of Cohansey & Monterey,Gilroy,CA,95020,,,,,,,06085512506,"CA, Santa Clara, Gilroy, 95020",Revolving LF,77180.86,2012-11-15 00:00:00,Reinvestment,Fully Disbursed,2012-11-15 00:00:00,2012-11-15 00:00:00,0,0,81,81,,,,,,,,,,,,,,,,No,0,0,,,,,,,,,,,,,,,,,,,,,,,6.6,POINT (-121.5818 37.023)
85,6,7,Incomplete - Terminated,55000,MF - Rehab,2012-11-26,,55000,Debt,0.05,,,,,5000000.0,5000000.0,3109 Seacrest Avenue,Marina,CA,93933,,,,,,,06053014202,"CA, Monterey, Marina, 93933",Revolving LF,55000,2012-11-26 00:00:00,Reinvestment,Fully Disbursed,2012-11-26 00:00:00,2012-11-26 00:00:00,0,0,105,105,,,,,,,,,,,,,,,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,6.7,POINT (-121.79025 36.68073)
86,6,8,Complete,,MF - Rehab,2014-07-22,2014-10-01 00:00:00,720000,Debt,0,,,,,21089000.0,21089000.0,32101 McCoy Road,Soledad,CA,93960,,,,,,,06053014800,"CA, Monterey, Chualar, 93925",Revolving LF,720000,2014-07-22 00:00:00,Reinvestment,Fully Disbursed,2014-07-22 00:00:00,2014-12-18 00:00:00,44,0,44,44,9,28,6,1,,4312700.5,13421039.6,2876539.6,478720.3,,9,28,6,1,,Yes,0,0,,,,,,,,,,,,,,,,,,,,,,,6.8,POINT (-121.41634 36.5739)
